Lower	Upper	Sex	Exposure	scenario	predicted_CSO	found_using	total_cso_driven	ct	ls_css_one	ls_css_two	fp	true_CSO	false_CSO	total_ncso_driven	overall_ppv	ppv_first	ppv_cancer	ppv_xct	diagnostic_ls_css_first	diagnostic_ls_css_xct	o_ls_css_one	o_ls_css_two	o_diagnostic_ls_css_first	o_diagnostic_ls_css_xct
40	44	Female	Any	old_3	Anus	cfdna	9.713526558993358	337	0.05491932350902614	0.5299374566363659	6.281980994152045	0.423586742563572	3.007958822277742	9.289939816429786	0.35327494540735926	0.043607925503780114	0.12343905524773649	0.3237866855668963	176.86901327903126	17.530257014469512	0.06076341000371892	0.5423070981436894	159.85815408317043	17.13040424554489
40	44	Female	Any	old_3	Bladder, urothelial	cfdna	4.827170728898405	337	0.04572905623738588	0.012952631473674328	4.568713450292395	0.18343081497254574	0.07502646363346449	4.6437399139258595	0.05354218715711179	0.0379996534770184	0.7097142551445259	0.016156474097197327	105.56025262887324	358.51710313568816	0.04720697376127081	0.012452058060057726	102.25545813018577	372.9295102487124
40	44	Female	Any	old_3	Bone and soft tissue	cfdna	6.394438195631299	337	0.3451463437986887	0.05540697020272992	4.85425804093567	1.2421773410394723	0.2980028136561565	5.152260854591826	0.24086246634581365	0.19425902683493476	0.8065143140900629	0.05783923253625033	18.526744699810415	92.98939891028317	0.3274857464890295	0.05579752330609979	19.52585193152981	92.3385223807699
40	44	Female	Any	old_3	Breast	cfdna	76.83042908189253	337	2.786264775498246	0.12466691724240472	45.687134502923975	30.488406260236513	0.6548883187320402	46.342022821656016	0.40535104321457494	0.39682722880200666	0.9789717713689066	0.0141316299733469	27.57470494459865	371.7267086307084	2.8059329410973275	0.12458034654779623	27.381420260117174	371.9850209589563
40	44	Female	Any	old_3	Cervix	cfdna	5.245125313078431	337	0.5181398651093396	0.003534304716873961	2.284356725146195	2.9403222793579693	0.02044630857426858	2.3048030337204635	0.5644800478931786	0.5605818934442686	0.9930942564516511	0.008871173924681843	10.122991235139931	652.1234636947282	0.5306316470210836	0.0034773150009463553	9.884682420515388	662.8111152119404
40	44	Female	Any	old_3	Colon, rectum	cfdna	77.45935039864641	337	2.822063861925679	0.19816693921019043	66.45193713450293	9.77899090264092	1.228422361502562	67.6803594960055	0.1421056748797087	0.12624674558091578	0.8884004504942018	0.018150352194495418	27.44776666598566	341.53204245748947	2.8170877615216026	0.20281416102356253	27.49625036772303	333.7062814274716
40	44	Female	Any	old_3	Head and neck	cfdna	36.68087908652503	337	0.358372728472237	0.5825247618673479	30.838815789473685	2.608642459024626	3.2334208380267206	34.0722366275004	0.15926726519478285	0.07111722848493368	0.44652759245886314	0.09489898985430736	102.35399117253613	58.49062367456803	0.35840274587173176	0.6050616196110494	102.34541869177725	56.31201107980207
40	44	Female	Any	old_3	Kidney	cfdna	5.61382889370845	337	0.04784154728626808	0.05061345133561671	5.139802631578945	0.27925653339449974	0.19476972873500578	5.334572360313951	0.08443902924450675	0.04974439703844004	0.5891161644504123	0.03651084202812148	117.3421265018279	105.39831249484482	0.04158895399622076	0.049885637554906596	134.98365201054554	106.93603653842165
40	44	Female	Any	old_3	Liver, bile duct	cfdna	15.454507070862077	337	0.2190202935383992	0.12084643293245592	14.277229532163744	0.7030050765402012	0.47427246215813107	14.751501994321876	0.07617697111271649	0.04548867675408728	0.5971447287760924	0.032150791312009264	70.56198684234049	122.06816234755442	0.22924455522432355	0.12041385618585318	67.4149362271192	122.5066820512219
40	44	Female	Any	old_3	Lung	cfdna	89.49823634243441	337	1.4702701016944073	0.2419963970454861	84.44124634502924	3.6532424036018027	1.403747593803372	85.84499393883262	0.056503794980454436	0.04081915524708129	0.7224144017441891	0.016352119435218186	60.871969197559345	354.736661317718	1.5579372201176402	0.24840265229315847	57.4466256963014	345.588073019126
